Order Number,Customer Number,Order Status,Total Price,Order Date,Order Priority,Clerk,Shipping Priority,Comment
10938,469,F,2941.11,2022-03-09 10:54:05.496366424,5-VERY LOW,Clerk#000000044,6,Order processed smoothly 10938
10939,830,O,2145.62,2022-03-09 12:39:13.116874464,5-VERY LOW,Clerk#000000086,0,Order processed smoothly 10939
10940,1023,O,4427.43,2022-03-09 14:24:20.737382496,4-LOW,Clerk#000000082,9,Order processed smoothly 10940
10941,1268,O,3642.02,2022-03-09 16:09:28.357890528,2-HIGH,Clerk#000000083,8,Order processed smoothly 10941
10942,416,O,1612.16,2022-03-09 17:54:35.978398560,4-LOW,Clerk#000000057,3,Order processed smoothly 10942
10943,182,F,2878.95,2022-03-09 19:39:43.598906600,5-VERY LOW,Clerk#000000094,0,Order processed smoothly 10943
10944,1363,F,4563.68,2022-03-09 21:24:51.219414632,3-MEDIUM,Clerk#000000034,8,Order processed smoothly 10944
10945,232,F,2388.2,2022-03-09 23:09:58.839922664,1-URGENT,Clerk#000000087,2,Order processed smoothly 10945
10946,1468,O,4679.44,2022-03-10 00:55:06.460430696,1-URGENT,Clerk#000000042,7,Order processed smoothly 10946
10947,564,O,4787.14,2022-03-10 02:40:14.080938728,5-VERY LOW,Clerk#000000083,9,Order processed smoothly 10947
10948,907,F,2819.79,2022-03-10 04:25:21.701446768,4-LOW,Clerk#000000061,6,Order processed smoothly 10948
10949,1255,F,2969.28,2022-03-10 06:10:29.321954800,2-HIGH,Clerk#000000008,4,Order processed smoothly 10949
10950,93,P,4359.33,2022-03-10 07:55:36.942462832,3-MEDIUM,Clerk#000000068,1,Order processed smoothly 10950
10951,315,F,4162.42,2022-03-10 09:40:44.562970864,2-HIGH,Clerk#000000061,8,Order processed smoothly 10951
10952,285,F,1190.64,2022-03-10 11:25:52.183478904,4-LOW,Clerk#000000014,8,Order processed smoothly 10952
10953,593,O,2867.42,2022-03-10 13:10:59.803986936,3-MEDIUM,Clerk#000000013,2,Order processed smoothly 10953
10954,362,F,1506.89,2022-03-10 14:56:07.424494968,1-URGENT,Clerk#000000080,8,Order processed smoothly 10954
10955,626,F,1921.76,2022-03-10 16:41:15.045003000,3-MEDIUM,Clerk#000000013,6,Order processed smoothly 10955
10956,1298,O,3207.02,2022-03-10 18:26:22.665511040,5-VERY LOW,Clerk#000000078,8,Order processed smoothly 10956
10957,1361,P,1314.7,2022-03-10 20:11:30.286019072,3-MEDIUM,Clerk#000000035,8,Order processed smoothly 10957
10958,219,F,2521.1,2022-03-10 21:56:37.906527104,5-VERY LOW,Clerk#000000001,4,Order processed smoothly 10958
10959,1479,P,2055.67,2022-03-10 23:41:45.527035136,2-HIGH,Clerk#000000066,0,Order processed smoothly 10959
10960,146,O,1695.12,2022-03-11 01:26:53.147543168,5-VERY LOW,Clerk#000000003,9,Order processed smoothly 10960
10961,265,F,2802.75,2022-03-11 03:12:00.768051208,2-HIGH,Clerk#000000062,6,Order processed smoothly 10961
10962,472,P,2112.68,2022-03-11 04:57:08.388559240,2-HIGH,Clerk#000000004,6,Order processed smoothly 10962
10963,552,F,4689.86,2022-03-11 06:42:16.009067272,2-HIGH,Clerk#000000008,5,Order processed smoothly 10963
10964,1307,P,4398.32,2022-03-11 08:27:23.629575304,3-MEDIUM,Clerk#000000006,9,Order processed smoothly 10964
10965,92,F,2548.57,2022-03-11 10:12:31.250083344,5-VERY LOW,Clerk#000000009,7,Order processed smoothly 10965
10966,1187,P,2330.42,2022-03-11 11:57:38.870591376,2-HIGH,Clerk#000000088,6,Order processed smoothly 10966
10967,288,O,4480.2,2022-03-11 13:42:46.491099408,1-URGENT,Clerk#000000042,0,Order processed smoothly 10967
10968,191,F,2615.55,2022-03-11 15:27:54.111607440,5-VERY LOW,Clerk#000000083,0,Order processed smoothly 10968
10969,1375,O,2356.05,2022-03-11 17:13:01.732115480,5-VERY LOW,Clerk#000000018,8,Order processed smoothly 10969
10970,426,O,3949.71,2022-03-11 18:58:09.352623512,2-HIGH,Clerk#000000081,8,Order processed smoothly 10970
10971,224,P,3556.57,2022-03-11 20:43:16.973131544,4-LOW,Clerk#000000013,0,Order processed smoothly 10971
10972,343,P,1287.16,2022-03-11 22:28:24.593639576,2-HIGH,Clerk#000000039,1,Order processed smoothly 10972
10973,1036,O,1963.72,2022-03-12 00:13:32.214147616,5-VERY LOW,Clerk#000000048,7,Order processed smoothly 10973
10974,357,F,3916.86,2022-03-12 01:58:39.834655648,1-URGENT,Clerk#000000075,4,Order processed smoothly 10974
10975,1108,O,1150.9,2022-03-12 03:43:47.455163680,4-LOW,Clerk#000000023,7,Order processed smoothly 10975
10976,1000,O,1144.74,2022-03-12 05:28:55.075671712,3-MEDIUM,Clerk#000000017,0,Order processed smoothly 10976
10977,564,O,2289.89,2022-03-12 07:14:02.696179744,2-HIGH,Clerk#000000082,1,Order processed smoothly 10977
10978,799,P,3262.62,2022-03-12 08:59:10.316687784,5-VERY LOW,Clerk#000000092,7,Order processed smoothly 10978
10979,24,P,3843.36,2022-03-12 10:44:17.937195816,5-VERY LOW,Clerk#000000011,9,Order processed smoothly 10979
10980,60,P,2471.54,2022-03-12 12:29:25.557703848,1-URGENT,Clerk#000000020,7,Order processed smoothly 10980
10981,1364,F,2258.39,2022-03-12 14:14:33.178211880,4-LOW,Clerk#000000025,6,Order processed smoothly 10981
10982,886,O,2794.47,2022-03-12 15:59:40.798719920,2-HIGH,Clerk#000000068,0,Order processed smoothly 10982
10983,610,O,1513.02,2022-03-12 17:44:48.419227952,1-URGENT,Clerk#000000061,6,Order processed smoothly 10983
10984,828,O,1690.13,2022-03-12 19:29:56.039735984,3-MEDIUM,Clerk#000000007,1,Order processed smoothly 10984
10985,6,F,1381.58,2022-03-12 21:15:03.660244016,3-MEDIUM,Clerk#000000040,9,Order processed smoothly 10985
10986,172,O,4325.15,2022-03-12 23:00:11.280752056,5-VERY LOW,Clerk#000000009,8,Order processed smoothly 10986
10987,27,P,3025.67,2022-03-13 00:45:18.901260088,1-URGENT,Clerk#000000016,4,Order processed smoothly 10987
10988,1395,P,2089.09,2022-03-13 02:30:26.521768120,3-MEDIUM,Clerk#000000096,2,Order processed smoothly 10988
10989,1070,O,2620.88,2022-03-13 04:15:34.142276152,2-HIGH,Clerk#000000009,2,Order processed smoothly 10989
10990,662,O,1316.5,2022-03-13 06:00:41.762784184,4-LOW,Clerk#000000052,7,Order processed smoothly 10990
10991,187,O,4263.67,2022-03-13 07:45:49.383292224,5-VERY LOW,Clerk#000000088,5,Order processed smoothly 10991
10992,1264,P,3852.51,2022-03-13 09:30:57.003800256,2-HIGH,Clerk#000000052,0,Order processed smoothly 10992
10993,578,O,1568.79,2022-03-13 11:16:04.624308288,5-VERY LOW,Clerk#000000070,4,Order processed smoothly 10993
10994,556,O,3515.43,2022-03-13 13:01:12.244816320,2-HIGH,Clerk#000000035,0,Order processed smoothly 10994
10995,462,F,1306.12,2022-03-13 14:46:19.865324360,5-VERY LOW,Clerk#000000092,5,Order processed smoothly 10995
10996,433,O,2727.17,2022-03-13 16:31:27.485832392,2-HIGH,Clerk#000000009,5,Order processed smoothly 10996
10997,1351,P,4689.67,2022-03-13 18:16:35.106340424,5-VERY LOW,Clerk#000000036,3,Order processed smoothly 10997
10998,591,F,1978.8,2022-03-13 20:01:42.726848456,2-HIGH,Clerk#000000083,6,Order processed smoothly 10998
10999,45,P,1815.29,2022-03-13 21:46:50.347356496,2-HIGH,Clerk#000000049,0,Order processed smoothly 10999
11000,480,F,1448.75,2022-03-13 23:31:57.967864528,1-URGENT,Clerk#000000082,5,Order processed smoothly 11000
11001,1062,P,3421.38,2022-03-14 01:17:05.588372560,5-VERY LOW,Clerk#000000049,9,Order processed smoothly 11001
11002,602,P,1850.47,2022-03-14 03:02:13.208880592,3-MEDIUM,Clerk#000000051,3,Order processed smoothly 11002
11003,735,F,2420.66,2022-03-14 04:47:20.829388632,1-URGENT,Clerk#000000018,6,Order processed smoothly 11003
11004,1250,P,2357.17,2022-03-14 06:32:28.449896664,4-LOW,Clerk#000000076,6,Order processed smoothly 11004
11005,319,F,1480.56,2022-03-14 08:17:36.070404696,2-HIGH,Clerk#000000016,1,Order processed smoothly 11005
11006,659,O,3784.51,2022-03-14 10:02:43.690912728,4-LOW,Clerk#000000069,0,Order processed smoothly 11006
11007,577,O,2963.47,2022-03-14 11:47:51.311420760,3-MEDIUM,Clerk#000000066,1,Order processed smoothly 11007
11008,940,P,4790.53,2022-03-14 13:32:58.931928800,1-URGENT,Clerk#000000082,0,Order processed smoothly 11008
11009,1111,F,3287.07,2022-03-14 15:18:06.552436832,1-URGENT,Clerk#000000033,5,Order processed smoothly 11009
11010,1347,O,1240.38,2022-03-14 17:03:14.172944864,5-VERY LOW,Clerk#000000083,4,Order processed smoothly 11010
11011,1490,O,3956.37,2022-03-14 18:48:21.793452896,2-HIGH,Clerk#000000055,0,Order processed smoothly 11011
11012,1459,O,3813.92,2022-03-14 20:33:29.413960936,4-LOW,Clerk#000000061,4,Order processed smoothly 11012
11013,716,P,1895.0,2022-03-14 22:18:37.034468968,1-URGENT,Clerk#000000032,0,Order processed smoothly 11013
11014,1282,P,1602.9,2022-03-15 00:03:44.654977000,3-MEDIUM,Clerk#000000072,1,Order processed smoothly 11014
11015,329,O,1477.63,2022-03-15 01:48:52.275485032,3-MEDIUM,Clerk#000000070,8,Order processed smoothly 11015
11016,176,F,4119.36,2022-03-15 03:33:59.895993072,4-LOW,Clerk#000000049,1,Order processed smoothly 11016
11017,482,F,3198.34,2022-03-15 05:19:07.516501104,3-MEDIUM,Clerk#000000018,5,Order processed smoothly 11017
11018,52,O,1695.37,2022-03-15 07:04:15.137009136,2-HIGH,Clerk#000000016,7,Order processed smoothly 11018
11019,292,F,2453.71,2022-03-15 08:49:22.757517168,3-MEDIUM,Clerk#000000089,3,Order processed smoothly 11019
11020,866,P,2203.57,2022-03-15 10:34:30.378025208,2-HIGH,Clerk#000000099,6,Order processed smoothly 11020
11021,462,P,2354.56,2022-03-15 12:19:37.998533240,4-LOW,Clerk#000000025,8,Order processed smoothly 11021
11022,72,O,4327.43,2022-03-15 14:04:45.619041272,3-MEDIUM,Clerk#000000048,5,Order processed smoothly 11022
11023,1267,O,2685.71,2022-03-15 15:49:53.239549304,2-HIGH,Clerk#000000026,8,Order processed smoothly 11023
11024,427,O,1422.89,2022-03-15 17:35:00.860057336,5-VERY LOW,Clerk#000000035,9,Order processed smoothly 11024
11025,621,P,4558.12,2022-03-15 19:20:08.480565376,2-HIGH,Clerk#000000045,8,Order processed smoothly 11025
11026,427,O,4360.9,2022-03-15 21:05:16.101073408,1-URGENT,Clerk#000000079,8,Order processed smoothly 11026
11027,127,O,4123.63,2022-03-15 22:50:23.721581440,2-HIGH,Clerk#000000062,2,Order processed smoothly 11027
11028,569,F,3997.33,2022-03-16 00:35:31.342089472,1-URGENT,Clerk#000000001,4,Order processed smoothly 11028
11029,469,O,1563.45,2022-03-16 02:20:38.962597512,2-HIGH,Clerk#000000040,8,Order processed smoothly 11029
11030,986,P,2594.37,2022-03-16 04:05:46.583105544,4-LOW,Clerk#000000062,2,Order processed smoothly 11030
11031,1141,F,3272.36,2022-03-16 05:50:54.203613576,4-LOW,Clerk#000000050,1,Order processed smoothly 11031
11032,1025,F,3742.2,2022-03-16 07:36:01.824121608,5-VERY LOW,Clerk#000000018,0,Order processed smoothly 11032
11033,638,P,2371.79,2022-03-16 09:21:09.444629648,2-HIGH,Clerk#000000037,9,Order processed smoothly 11033
11034,1218,P,4966.45,2022-03-16 11:06:17.065137680,2-HIGH,Clerk#000000074,9,Order processed smoothly 11034
11035,431,P,4261.06,2022-03-16 12:51:24.685645712,3-MEDIUM,Clerk#000000047,4,Order processed smoothly 11035
11036,893,F,1310.59,2022-03-16 14:36:32.306153744,4-LOW,Clerk#000000034,9,Order processed smoothly 11036
11037,452,O,3468.8,2022-03-16 16:21:39.926661776,3-MEDIUM,Clerk#000000046,8,Order processed smoothly 11037
11038,579,P,4705.79,2022-03-16 18:06:47.547169816,1-URGENT,Clerk#000000077,0,Order processed smoothly 11038
11039,1228,P,3849.43,2022-03-16 19:51:55.167677848,5-VERY LOW,Clerk#000000063,7,Order processed smoothly 11039
11040,943,P,4321.68,2022-03-16 21:37:02.788185880,2-HIGH,Clerk#000000016,4,Order processed smoothly 11040
11041,1370,F,4648.45,2022-03-16 23:22:10.408693912,3-MEDIUM,Clerk#000000059,9,Order processed smoothly 11041
11042,319,F,3644.35,2022-03-17 01:07:18.029201952,5-VERY LOW,Clerk#000000061,7,Order processed smoothly 11042
11043,747,F,1364.17,2022-03-17 02:52:25.649709984,3-MEDIUM,Clerk#000000069,9,Order processed smoothly 11043
11044,886,F,4065.81,2022-03-17 04:37:33.270218016,5-VERY LOW,Clerk#000000072,9,Order processed smoothly 11044
11045,1279,F,2933.11,2022-03-17 06:22:40.890726048,1-URGENT,Clerk#000000094,7,Order processed smoothly 11045
11046,1253,F,2691.17,2022-03-17 08:07:48.511234088,3-MEDIUM,Clerk#000000067,6,Order processed smoothly 11046
11047,1374,P,4831.93,2022-03-17 09:52:56.131742120,4-LOW,Clerk#000000024,2,Order processed smoothly 11047
11048,1495,O,3704.7,2022-03-17 11:38:03.752250152,3-MEDIUM,Clerk#000000084,0,Order processed smoothly 11048
11049,1391,P,1157.3,2022-03-17 13:23:11.372758184,1-URGENT,Clerk#000000047,4,Order processed smoothly 11049
11050,357,O,4685.2,2022-03-17 15:08:18.993266224,4-LOW,Clerk#000000077,3,Order processed smoothly 11050
11051,1422,O,3820.02,2022-03-17 16:53:26.613774256,5-VERY LOW,Clerk#000000004,5,Order processed smoothly 11051
11052,553,F,3296.3,2022-03-17 18:38:34.234282288,3-MEDIUM,Clerk#000000069,3,Order processed smoothly 11052
11053,238,F,1539.62,2022-03-17 20:23:41.854790320,4-LOW,Clerk#000000098,1,Order processed smoothly 11053
11054,556,O,3149.19,2022-03-17 22:08:49.475298352,2-HIGH,Clerk#000000054,5,Order processed smoothly 11054
11055,530,F,1295.07,2022-03-17 23:53:57.095806392,5-VERY LOW,Clerk#000000019,3,Order processed smoothly 11055
11056,311,P,4027.55,2022-03-18 01:39:04.716314424,3-MEDIUM,Clerk#000000046,6,Order processed smoothly 11056
11057,238,P,2142.02,2022-03-18 03:24:12.336822456,2-HIGH,Clerk#000000023,9,Order processed smoothly 11057
11058,713,F,4338.39,2022-03-18 05:09:19.957330488,5-VERY LOW,Clerk#000000060,3,Order processed smoothly 11058
11059,656,P,3668.01,2022-03-18 06:54:27.577838528,5-VERY LOW,Clerk#000000057,0,Order processed smoothly 11059
11060,1177,P,4969.22,2022-03-18 08:39:35.198346560,2-HIGH,Clerk#000000086,5,Order processed smoothly 11060
11061,976,F,2914.46,2022-03-18 10:24:42.818854592,3-MEDIUM,Clerk#000000018,2,Order processed smoothly 11061
11062,811,P,4573.11,2022-03-18 12:09:50.439362624,3-MEDIUM,Clerk#000000046,4,Order processed smoothly 11062
11063,1396,O,1242.62,2022-03-18 13:54:58.059870664,5-VERY LOW,Clerk#000000001,7,Order processed smoothly 11063
11064,1231,F,4336.49,2022-03-18 15:40:05.680378696,1-URGENT,Clerk#000000084,4,Order processed smoothly 11064
11065,12,O,3355.33,2022-03-18 17:25:13.300886728,5-VERY LOW,Clerk#000000053,8,Order processed smoothly 11065
11066,1471,P,3546.5,2022-03-18 19:10:20.921394760,3-MEDIUM,Clerk#000000033,6,Order processed smoothly 11066
11067,239,P,1477.17,2022-03-18 20:55:28.541902792,2-HIGH,Clerk#000000002,0,Order processed smoothly 11067
11068,427,P,3709.72,2022-03-18 22:40:36.162410832,5-VERY LOW,Clerk#000000052,0,Order processed smoothly 11068
11069,94,P,1243.35,2022-03-19 00:25:43.782918864,4-LOW,Clerk#000000091,6,Order processed smoothly 11069
11070,604,F,1707.07,2022-03-19 02:10:51.403426896,2-HIGH,Clerk#000000029,3,Order processed smoothly 11070
11071,989,P,4045.75,2022-03-19 03:55:59.023934928,3-MEDIUM,Clerk#000000099,7,Order processed smoothly 11071
11072,238,O,3665.06,2022-03-19 05:41:06.644442968,1-URGENT,Clerk#000000079,5,Order processed smoothly 11072
11073,1329,F,3398.22,2022-03-19 07:26:14.264951000,5-VERY LOW,Clerk#000000094,9,Order processed smoothly 11073
11074,118,P,3525.07,2022-03-19 09:11:21.885459032,3-MEDIUM,Clerk#000000026,0,Order processed smoothly 11074
11075,1355,P,4215.76,2022-03-19 10:56:29.505967064,4-LOW,Clerk#000000034,9,Order processed smoothly 11075
11076,381,P,4895.85,2022-03-19 12:41:37.126475104,4-LOW,Clerk#000000093,7,Order processed smoothly 11076
11077,77,P,4637.33,2022-03-19 14:26:44.746983136,3-MEDIUM,Clerk#000000030,6,Order processed smoothly 11077
11078,231,F,1558.25,2022-03-19 16:11:52.367491168,2-HIGH,Clerk#000000016,5,Order processed smoothly 11078
11079,1268,F,4679.5,2022-03-19 17:56:59.987999200,2-HIGH,Clerk#000000052,8,Order processed smoothly 11079
11080,333,F,1009.8,2022-03-19 19:42:07.608507240,2-HIGH,Clerk#000000073,2,Order processed smoothly 11080
11081,393,P,1214.59,2022-03-19 21:27:15.229015272,5-VERY LOW,Clerk#000000052,5,Order processed smoothly 11081
11082,1369,F,1564.44,2022-03-19 23:12:22.849523304,1-URGENT,Clerk#000000067,6,Order processed smoothly 11082
11083,952,P,4244.0,2022-03-20 00:57:30.470031336,5-VERY LOW,Clerk#000000074,2,Order processed smoothly 11083
11084,443,F,1048.3,2022-03-20 02:42:38.090539368,5-VERY LOW,Clerk#000000044,1,Order processed smoothly 11084
11085,620,F,2126.87,2022-03-20 04:27:45.711047408,1-URGENT,Clerk#000000057,1,Order processed smoothly 11085
11086,491,F,3898.1,2022-03-20 06:12:53.331555440,2-HIGH,Clerk#000000045,7,Order processed smoothly 11086
11087,615,O,2408.93,2022-03-20 07:58:00.952063472,1-URGENT,Clerk#000000044,4,Order processed smoothly 11087
11088,703,P,1167.93,2022-03-20 09:43:08.572571504,4-LOW,Clerk#000000090,6,Order processed smoothly 11088
11089,855,P,4218.82,2022-03-20 11:28:16.193079544,4-LOW,Clerk#000000075,3,Order processed smoothly 11089
11090,349,P,2806.78,2022-03-20 13:13:23.813587576,1-URGENT,Clerk#000000081,3,Order processed smoothly 11090
11091,820,F,2217.53,2022-03-20 14:58:31.434095608,2-HIGH,Clerk#000000069,6,Order processed smoothly 11091
11092,770,P,3730.8,2022-03-20 16:43:39.054603640,4-LOW,Clerk#000000079,6,Order processed smoothly 11092
11093,1305,P,4296.84,2022-03-20 18:28:46.675111680,5-VERY LOW,Clerk#000000032,5,Order processed smoothly 11093
11094,54,P,2992.61,2022-03-20 20:13:54.295619712,3-MEDIUM,Clerk#000000096,5,Order processed smoothly 11094
11095,537,O,2974.39,2022-03-20 21:59:01.916127744,1-URGENT,Clerk#000000021,7,Order processed smoothly 11095
11096,964,P,4903.63,2022-03-20 23:44:09.536635776,2-HIGH,Clerk#000000093,9,Order processed smoothly 11096
11097,56,P,1977.26,2022-03-21 01:29:17.157143808,2-HIGH,Clerk#000000041,6,Order processed smoothly 11097
11098,940,F,4990.65,2022-03-21 03:14:24.777651848,3-MEDIUM,Clerk#000000048,4,Order processed smoothly 11098
11099,992,P,1883.83,2022-03-21 04:59:32.398159880,4-LOW,Clerk#000000085,8,Order processed smoothly 11099
11100,160,P,1554.34,2022-03-21 06:44:40.018667912,4-LOW,Clerk#000000045,0,Order processed smoothly 11100
11101,167,P,4895.68,2022-03-21 08:29:47.639175944,2-HIGH,Clerk#000000081,9,Order processed smoothly 11101
11102,851,P,1529.88,2022-03-21 10:14:55.259683984,4-LOW,Clerk#000000030,8,Order processed smoothly 11102
11103,462,O,3832.49,2022-03-21 12:00:02.880192016,2-HIGH,Clerk#000000048,3,Order processed smoothly 11103
11104,351,O,4434.48,2022-03-21 13:45:10.500700048,1-URGENT,Clerk#000000083,9,Order processed smoothly 11104
11105,709,O,2887.19,2022-03-21 15:30:18.121208080,5-VERY LOW,Clerk#000000006,0,Order processed smoothly 11105
11106,778,P,1567.24,2022-03-21 17:15:25.741716120,5-VERY LOW,Clerk#000000018,5,Order processed smoothly 11106
11107,94,P,1247.95,2022-03-21 19:00:33.362224152,3-MEDIUM,Clerk#000000013,3,Order processed smoothly 11107
11108,795,P,2078.62,2022-03-21 20:45:40.982732184,4-LOW,Clerk#000000026,5,Order processed smoothly 11108
11109,1011,F,2675.21,2022-03-21 22:30:48.603240216,4-LOW,Clerk#000000021,5,Order processed smoothly 11109
11110,1316,P,2876.57,2022-03-22 00:15:56.223748256,3-MEDIUM,Clerk#000000094,0,Order processed smoothly 11110
11111,672,P,3448.78,2022-03-22 02:01:03.844256288,5-VERY LOW,Clerk#000000012,7,Order processed smoothly 11111
11112,1298,P,2723.52,2022-03-22 03:46:11.464764320,4-LOW,Clerk#000000068,8,Order processed smoothly 11112
11113,969,F,2401.26,2022-03-22 05:31:19.085272352,3-MEDIUM,Clerk#000000085,8,Order processed smoothly 11113
11114,733,O,3893.93,2022-03-22 07:16:26.705780384,4-LOW,Clerk#000000082,5,Order processed smoothly 11114
11115,1065,F,4556.63,2022-03-22 09:01:34.326288424,3-MEDIUM,Clerk#000000034,6,Order processed smoothly 11115
11116,894,O,1648.1,2022-03-22 10:46:41.946796456,3-MEDIUM,Clerk#000000051,7,Order processed smoothly 11116
11117,181,F,1062.78,2022-03-22 12:31:49.567304488,2-HIGH,Clerk#000000019,5,Order processed smoothly 11117
11118,995,O,3188.33,2022-03-22 14:16:57.187812520,2-HIGH,Clerk#000000095,9,Order processed smoothly 11118
11119,448,O,2363.76,2022-03-22 16:02:04.808320560,2-HIGH,Clerk#000000030,8,Order processed smoothly 11119
11120,211,P,4570.3,2022-03-22 17:47:12.428828592,2-HIGH,Clerk#000000063,7,Order processed smoothly 11120
11121,1153,P,1868.67,2022-03-22 19:32:20.049336624,5-VERY LOW,Clerk#000000073,9,Order processed smoothly 11121
11122,112,F,2257.67,2022-03-22 21:17:27.669844656,4-LOW,Clerk#000000091,7,Order processed smoothly 11122
11123,1165,O,4083.59,2022-03-22 23:02:35.290352696,4-LOW,Clerk#000000043,9,Order processed smoothly 11123
11124,918,P,1695.9,2022-03-23 00:47:42.910860728,4-LOW,Clerk#000000077,3,Order processed smoothly 11124
11125,22,F,3960.33,2022-03-23 02:32:50.531368760,3-MEDIUM,Clerk#000000082,1,Order processed smoothly 11125
11126,328,O,2158.82,2022-03-23 04:17:58.151876792,4-LOW,Clerk#000000039,8,Order processed smoothly 11126
11127,891,P,4303.82,2022-03-23 06:03:05.772384832,3-MEDIUM,Clerk#000000082,1,Order processed smoothly 11127
11128,371,O,4442.06,2022-03-23 07:48:13.392892864,3-MEDIUM,Clerk#000000024,8,Order processed smoothly 11128
11129,522,F,4541.68,2022-03-23 09:33:21.013400896,3-MEDIUM,Clerk#000000053,6,Order processed smoothly 11129
11130,193,F,2973.78,2022-03-23 11:18:28.633908928,4-LOW,Clerk#000000033,2,Order processed smoothly 11130
11131,390,F,3739.32,2022-03-23 13:03:36.254416960,2-HIGH,Clerk#000000031,6,Order processed smoothly 11131
11132,589,P,2908.32,2022-03-23 14:48:43.874925000,5-VERY LOW,Clerk#000000099,0,Order processed smoothly 11132
11133,1329,O,3455.21,2022-03-23 16:33:51.495433032,4-LOW,Clerk#000000004,8,Order processed smoothly 11133
11134,1282,F,2664.37,2022-03-23 18:18:59.115941064,3-MEDIUM,Clerk#000000006,5,Order processed smoothly 11134
11135,702,F,2797.52,2022-03-23 20:04:06.736449096,3-MEDIUM,Clerk#000000059,8,Order processed smoothly 11135
11136,904,O,2662.47,2022-03-23 21:49:14.356957136,4-LOW,Clerk#000000066,3,Order processed smoothly 11136
11137,1117,O,4358.66,2022-03-23 23:34:21.977465168,1-URGENT,Clerk#000000008,9,Order processed smoothly 11137
11138,826,O,2830.57,2022-03-24 01:19:29.597973200,5-VERY LOW,Clerk#000000068,6,Order processed smoothly 11138
11139,849,F,4280.31,2022-03-24 03:04:37.218481232,5-VERY LOW,Clerk#000000051,1,Order processed smoothly 11139
11140,158,O,2923.48,2022-03-24 04:49:44.838989272,3-MEDIUM,Clerk#000000009,3,Order processed smoothly 11140
11141,611,O,3910.61,2022-03-24 06:34:52.459497304,5-VERY LOW,Clerk#000000009,9,Order processed smoothly 11141
11142,194,P,4670.54,2022-03-24 08:20:00.080005336,2-HIGH,Clerk#000000082,5,Order processed smoothly 11142
11143,1297,P,4181.79,2022-03-24 10:05:07.700513368,2-HIGH,Clerk#000000052,4,Order processed smoothly 11143
11144,221,P,3910.13,2022-03-24 11:50:15.321021400,2-HIGH,Clerk#000000012,0,Order processed smoothly 11144
11145,899,P,2672.25,2022-03-24 13:35:22.941529440,1-URGENT,Clerk#000000062,6,Order processed smoothly 11145
11146,1153,P,4592.35,2022-03-24 15:20:30.562037472,3-MEDIUM,Clerk#000000060,9,Order processed smoothly 11146
11147,148,P,2597.81,2022-03-24 17:05:38.182545504,5-VERY LOW,Clerk#000000062,2,Order processed smoothly 11147
11148,747,P,3948.13,2022-03-24 18:50:45.803053536,3-MEDIUM,Clerk#000000097,5,Order processed smoothly 11148
11149,1304,F,1647.55,2022-03-24 20:35:53.423561576,1-URGENT,Clerk#000000076,8,Order processed smoothly 11149
11150,1171,P,4153.17,2022-03-24 22:21:01.044069608,1-URGENT,Clerk#000000046,7,Order processed smoothly 11150
11151,389,O,4010.17,2022-03-25 00:06:08.664577640,1-URGENT,Clerk#000000093,2,Order processed smoothly 11151
11152,772,P,4777.93,2022-03-25 01:51:16.285085672,4-LOW,Clerk#000000024,9,Order processed smoothly 11152
11153,901,O,4134.65,2022-03-25 03:36:23.905593712,3-MEDIUM,Clerk#000000052,3,Order processed smoothly 11153
11154,110,F,3480.74,2022-03-25 05:21:31.526101744,4-LOW,Clerk#000000024,5,Order processed smoothly 11154
11155,254,O,3211.01,2022-03-25 07:06:39.146609776,1-URGENT,Clerk#000000077,7,Order processed smoothly 11155
11156,1371,O,1257.02,2022-03-25 08:51:46.767117808,5-VERY LOW,Clerk#000000092,8,Order processed smoothly 11156
11157,232,P,2703.46,2022-03-25 10:36:54.387625848,4-LOW,Clerk#000000072,7,Order processed smoothly 11157
11158,336,F,2955.62,2022-03-25 12:22:02.008133880,1-URGENT,Clerk#000000017,7,Order processed smoothly 11158
11159,1152,F,3811.14,2022-03-25 14:07:09.628641912,2-HIGH,Clerk#000000020,5,Order processed smoothly 11159
11160,514,O,2094.1,2022-03-25 15:52:17.249149944,1-URGENT,Clerk#000000044,4,Order processed smoothly 11160
11161,71,F,3596.38,2022-03-25 17:37:24.869657976,2-HIGH,Clerk#000000003,8,Order processed smoothly 11161
11162,801,O,1046.47,2022-03-25 19:22:32.490166016,2-HIGH,Clerk#000000092,5,Order processed smoothly 11162
11163,174,F,2466.92,2022-03-25 21:07:40.110674048,4-LOW,Clerk#000000064,1,Order processed smoothly 11163
11164,598,F,2164.08,2022-03-25 22:52:47.731182080,5-VERY LOW,Clerk#000000014,3,Order processed smoothly 11164
11165,710,P,3012.46,2022-03-26 00:37:55.351690112,3-MEDIUM,Clerk#000000038,2,Order processed smoothly 11165
11166,14,P,3388.63,2022-03-26 02:23:02.972198152,1-URGENT,Clerk#000000052,1,Order processed smoothly 11166
11167,1000,P,4588.22,2022-03-26 04:08:10.592706184,3-MEDIUM,Clerk#000000024,3,Order processed smoothly 11167
11168,1151,P,4824.8,2022-03-26 05:53:18.213214216,1-URGENT,Clerk#000000031,9,Order processed smoothly 11168
11169,1179,O,1832.93,2022-03-26 07:38:25.833722248,4-LOW,Clerk#000000038,8,Order processed smoothly 11169
